cocktail_id,name_kr,name_en,category,is_non_alcoholic,sweet_level,sour_level,bitter_level,body_level,freshness_level,creamy_level,spicy_level,nutty_level,mood_tag,description,embedding,is_active,created_at
41,라스트 워드,Last Word,비터/허벌,FALSE,2.6,2.9,1.4,1.9,2.9,0,0,0,relaxing|dark|modern,"라스트 워드는 허브 향와 체리 계열 단향이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 라임의 산미가 먼저 열리고, 중간에서는 허브 향이 중심을 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
42,마르티네스,Martinez,비터/허벌,FALSE,2.7,0,2.2,1.9,0,0,0.6,0,relaxing|dark|modern,"마르티네스는 허브 향와 체리 계열 단향을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 진 향이 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
43,마티니,Dry Martini,비터/허벌,FALSE,0.7,0,0,1.2,0,0,0,0,social|modern|casual,"마티니는 허브 향이 중심을 잡는 스타일로 읽힌다. 입에 닿으면 진 향이 먼저 열리고, 중간에서는 허브 향이 중심을 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
44,몽키 글랜드,Monkey Gland,비터/허벌,FALSE,3.5,1.6,2.2,1.8,2.4,0,0,0,cozy|bright|casual,"몽키 글랜드는 오렌지 리큐르의 향과 허브 향이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 진 향이 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
45,베스퍼,Vesper,클래식,FALSE,0.6,0,0,1.1,0,0,0,0,social|modern|casual,"베스퍼는 자극 하나로 밀기보다 여러 요소의 균형감이 중요한 스타일이다. 입에 닿으면 진 향이 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 클래식 계열답게 과장된 한 요소보다 전체 구조와 밸런스가 평가의 핵심이 된다.",,,
46,브램블,Bramble,시트러스 사워,FALSE,2.9,3.1,0,1.7,3.1,0,0,0,social|cool|casual,"브램블은 레몬의 산미가 중심을 잡는 스타일로 읽힌다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
47,비스 니즈,Bees Knees,시트러스 사워,FALSE,2.9,3.3,0,1.4,3.6,0,0,0,social|cool|casual,"비스 니즈는 오렌지 리큐르의 향과 레몬의 산미을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
48,사우스사이드,South Side,시트러스 사워,FALSE,2.6,3.1,0,1.5,3.5,1,0,0,social|cool|casual,"사우스사이드는 레몬의 산미와 민트의 냉감을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간부터 질감이 한층 부드러워지고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
49,서퍼링 바스타드,Suffering Bastard,시트러스 사워,FALSE,1.4,2.9,2.3,1.7,3.3,0,1.3,0,lively|bright|spacious,"서퍼링 바스타드는 향신료의 따뜻한 느낌와 탄산의 가벼움을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 라임의 산미가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
50,싱가폴 슬링,Singapore Sling,시트러스 사워,FALSE,3.8,2.7,2.2,1.4,3.2,0,0.6,0,social|warm|spacious,"싱가폴 슬링은 파인애플의 과일감와 비터한 쌉쌀함을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 라임의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 끝에는 쌉쌀한 여운이 분명하게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 휴가 같은 무드를 만들고 싶거나, 음악이 있는 느슨한 모임에서 존재감이 좋다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
51,애비에이션,Aviation,시트러스 사워,FALSE,2.4,2.8,0,1.9,2.8,0,0,0,social|cool|casual,"애비에이션은 체리 계열 단향와 레몬의 산미가 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
52,엔젤 페이스,Angel Face,과일계,FALSE,2.2,0,0,2.2,0,0,0,0,social|modern|casual,"엔젤 페이스는 자극 하나로 밀기보다 여러 요소의 균형감이 중요한 스타일이다. 입에 닿으면 브랜디/코냑 향이 먼저 열리고, 중간에서는 브랜디/코냑가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 과일 중심 칵테일처럼 향이 직관적이고 접근성이 좋지만, 단맛의 질에 따라 표정이 달라진다.",,,
53,존 콜린스,John Collins,리프레싱 하이볼,FALSE,2.5,2.9,0,1.4,4,0,0,0,social|bright|spacious,"존 콜린스는 탄산의 가벼움과 레몬의 산미을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 하이볼 계열처럼 길게 마셔도 피로감이 적고, 청량감이 전체 인상을 주도한다.",,,
54,진 바질 스매시,Gin Basil Smash,시트러스 사워,FALSE,2.8,2.9,0,1.6,3.2,0,0,0,social|cool|casual,"진 바질 스매시는 레몬의 산미가 중심을 잡는 스타일로 읽힌다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
55,진 피즈,Gin Fizz,리프레싱 하이볼,FALSE,2.4,2.9,0,1.3,4.1,0,0,0,social|bright|spacious,"진 피즈는 레몬의 산미와 탄산의 가벼움이 먼저 기억에 남는 리프레싱 하이볼 칵테일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 하이볼 계열처럼 길게 마셔도 피로감이 적고, 청량감이 전체 인상을 주도한다.",,,
56,카르디날레,Cardinale,비터/허벌,FALSE,1,0,2.7,1.9,0,0,0,0,relaxing|dark|modern,"카르디날레는 허브 향와 비터한 쌉쌀함이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 진 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
57,카지노,Casino,시트러스 사워,FALSE,2.6,2.7,2.3,2.1,2.7,0,0.6,0,social|cool|casual,"카지노는 체리 계열 단향와 레몬의 산미가 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
58,콥스 리바이버 No.2,Corpse Reviver 2,비터/허벌,FALSE,2.3,3.1,1.6,1.7,3.1,0,0,0,social|cool|casual,"콥스 리바이버 No.2는 오렌지 리큐르의 향과 레몬의 산미을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
59,클로버 클럽,Clover Club,시트러스 사워,FALSE,2.9,3,0,1.7,3,1,0,0,social|cool|casual,"클로버 클럽은 크리미한 질감와 레몬의 산미을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간부터 질감이 한층 부드러워지고 피니시는 둥글고 부드럽게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
60,파라다이스,Paradise,과일계,FALSE,2.7,1.6,0,1.6,2.5,0,0,0,social|modern|casual,"파라다이스는 오렌지 리큐르의 향이 비교적 선명한 인상을 남기는 칵테일이다. 입에 닿으면 진 향이 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 과일 중심 칵테일처럼 향이 직관적이고 접근성이 좋지만, 단맛의 질에 따라 표정이 달라진다.",,,
61,프렌치 75,French 75,스파클링,FALSE,2.6,3,0,1.4,3.9,0,0,0,social|bright|spacious,"프렌치 75는 탄산의 가벼움과 레몬의 산미가 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 진가 뼈대를 잡아주고 마무리는 비교적 짧고 시원하게 정리된다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 더운 날 첫 잔으로 분위기를 가볍게 열거나, 오래 대화하는 자리에서 특히 잘 맞는다. 스파클링 계열처럼 첫인상은 가볍고 빠르게 열리지만, 베이스에 따라 캐릭터 차이가 난다.",,,
62,행키팽키,Hanky Panky,비터/허벌,FALSE,2,0,2.2,1.8,0,0,0,0,relaxing|dark|modern,"행키팽키는 허브 향와 비터한 쌉쌀함이 먼저 기억에 남는 비터/허벌 칵테일이다. 입에 닿으면 진 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
63,화이트 레이디,White Lady,시트러스 사워,FALSE,2.4,3,0,1.8,3,0,0,0,social|cool|casual,"화이트 레이디는 오렌지 리큐르의 향과 레몬의 산미가 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
64,러스티 네일,Rusty Nail,스피릿포워드,FALSE,2.7,0,2.7,2.5,0,0,0.9,0,romantic|dark|private,"러스티 네일은 자극 하나로 밀기보다 여러 요소의 균형감이 중요한 스타일이다. 입에 닿으면 위스키 향이 먼저 열리고, 중간에서는 위스키가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 한 잔을 빨리 비우기보다 천천히 향과 구조를 확인하는 시간에 더 적합하다. 스피릿포워드 스타일이라 믹서보다 베이스의 개성과 피니시가 더 중요하게 느껴진다.",,,
65,리멤버 더 메인,Remember The Maine,비터/허벌,FALSE,2,0,2.1,2.3,0,0,0.8,0,relaxing|dark|modern,"리멤버 더 메인은 첫 향부터 허브 향이 존재감을 만든다. 입에 닿으면 위스키 향이 먼저 열리고, 중간에서는 허브 향이 중심을 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
66,맨해튼,Manhattan,비터/허벌,FALSE,1.8,0,2.2,2.2,0,0,0.9,0,relaxing|dark|modern,"맨해튼은 허브 향와 비터한 쌉쌀함이 먼저 기억에 남는 비터/허벌 칵테일이다. 입에 닿으면 위스키 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 무겁지 않게 떨어진다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
67,민트 줄렙,Mint Julep,클래식,FALSE,2.4,0,0,1.9,2.2,0,0.9,0,social|modern|casual,"민트 줄렙은 민트의 냉감이 비교적 선명한 인상을 남기는 칵테일이다. 입에 닿으면 민트의 냉감가 먼저 열리고, 중간에서는 위스키가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 클래식 계열답게 과장된 한 요소보다 전체 구조와 밸런스가 평가의 핵심이 된다.",,,
68,불바디에,Boulevardier,비터/허벌,FALSE,1.8,0,3.1,2.2,0,0,0.7,0,relaxing|dark|modern,"불바디에는 비터한 쌉쌀함과 허브 향이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 위스키 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 끝에는 쌉쌀한 여운이 분명하게 남는다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
69,사제락,Sazerac,비터/허벌,FALSE,3.3,0,3.1,2.5,0,0,0.6,0,social|modern|casual,"사제락은 허브 향와 비터한 쌉쌀함을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 브랜디/코냑 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 무겁지 않게 떨어진다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
70,아이리시 커피,Irish Coffee,크리미,FALSE,2.2,0,0.8,3,0,3.1,0.6,0,relaxing|dark|private,"아이리시 커피는 에스프레소의 로스티한 향와 크리미한 질감을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 에스프레소의 로스티함가 먼저 열리고, 중간부터 질감이 한층 부드러워지고 피니시는 둥글고 부드럽게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식후에 디저트 대신 한 잔 고르거나, 늦은 밤 텐션을 살리고 싶을 때 잘 어울린다. 크리미 계열답게 향보다도 텍스처와 달콤한 여운이 인상을 오래 끈다.",,,
71,올드 패션드,Old Fashioned,스피릿포워드,FALSE,3.1,0,2.3,2.5,0.5,0,1,0,romantic|dark|private,"올드 패션드는 비터한 쌉쌀함이 비교적 선명한 인상을 남기는 칵테일이다. 입에 닿으면 위스키 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 끝에는 쌉쌀한 여운이 분명하게 남는다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 한 잔을 빨리 비우기보다 천천히 향과 구조를 확인하는 시간에 더 적합하다. 스피릿포워드 스타일이라 믹서보다 베이스의 개성과 피니시가 더 중요하게 느껴진다.",,,
72,위스키 사워,Whiskey Sour,시트러스 사워,FALSE,2.9,3.2,0,1.9,3.2,1,0.7,0,social|cool|casual,"위스키 사워는 레몬의 산미와 크리미한 질감이 먼저 기억에 남는 시트러스 사워 칵테일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간부터 질감이 한층 부드러워지고 피니시는 둥글고 부드럽게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
73,티퍼러리,Tipperary,비터/허벌,FALSE,2,0,2.6,2.2,0,0,0.8,0,relaxing|dark|modern,"티퍼러리는 허브 향와 비터한 쌉쌀함을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 위스키 향이 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 마무리는 무겁지 않게 떨어진다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
74,페니실린,Penicillin,시트러스 사워,FALSE,2.8,2.9,0,2,2.9,0,0,0,social|cool|casual,"페니실린은 레몬의 산미와 꿀의 둥근 단맛이 먼저 기억에 남는 시트러스 사워 칵테일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 향신료가 온도를 올려주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
75,페이퍼 플레인,Paper Plane,비터/허벌,FALSE,1.8,3,2.7,2,3,0,0.6,0,relaxing|dark|modern,"페이퍼 플레인은 비터한 쌉쌀함과 레몬의 산미가 먼저 기억에 남는 비터/허벌 칵테일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 비터한 결이 구조를 세워주고 끝에는 쌉쌀한 여운이 분명하게 남는다. 입문자도 시도할 수 있지만 산미·쓴맛·향신료 중 어느 한 축에서 취향이 갈릴 가능성이 있다. 시끄러운 자리보다는 조도를 낮춘 바에서 천천히 마실수록 매력이 살아난다. 아페리티보 계열처럼 단맛보다 허브·비터의 성격이 기억에 남는 스타일이다.",,,
76,브랜디 크러스타,Brandy Crusta,시트러스 사워,FALSE,3,2.7,2.2,2.1,2.7,0,0.6,0,social|cool|casual,"브랜디 크러스타는 레몬의 산미와 체리 계열 단향을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
77,사이드카,Sidecar,시트러스 사워,FALSE,2.2,3.1,0,2,3.1,0,0,0,social|cool|casual,"사이드카는 오렌지 리큐르의 향과 레몬의 산미가 먼저 기억에 남는 시트러스 사워 칵테일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 오렌지 리큐르가 가운데를 둥글게 묶어주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
78,스팅어,Stinger,스피릿포워드,FALSE,2.2,0,0,2.5,0,0,0,0,romantic|dark|private,"스팅어는 특정 한 요소보다 전체 밸런스로 캐릭터를 만드는 칵테일이다. 입에 닿으면 브랜디/코냑 향이 먼저 열리고, 중간에서는 브랜디/코냑가 뼈대를 잡아주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 한 잔을 빨리 비우기보다 천천히 향과 구조를 확인하는 시간에 더 적합하다. 스피릿포워드 스타일이라 믹서보다 베이스의 개성과 피니시가 더 중요하게 느껴진다.",,,
79,알렉산더,Alexander,크리미,FALSE,2.3,0,0,3.3,0,3.2,0,0,relaxing|dark|private,"알렉산더는 크리미한 질감이 중심을 잡는 스타일로 읽힌다. 입에 닿으면 브랜디/코냑 향이 먼저 열리고, 중간부터 질감이 한층 부드러워지고 피니시는 둥글고 부드럽게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 디저트 같은 만족감이 필요할 때나 편하게 쉬는 시간에 잘 어울린다. 크리미 계열답게 향보다도 텍스처와 달콤한 여운이 인상을 오래 끈다.",,,
80,포르토 플립,Porto Flip,크리미,FALSE,0,0,0,2.5,0,2.2,0,0,social|modern|casual,"포르토 플립은 크리미한 질감이 비교적 선명한 인상을 남기는 칵테일이다. 입에 닿으면 브랜디/코냑 향이 먼저 열리고, 중간부터 질감이 한층 부드러워지고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 크리미 계열답게 향보다도 텍스처와 달콤한 여운이 인상을 오래 끈다.",,,
81,프렌치 커넥션,French Connection,스피릿포워드,FALSE,2.9,0,0,2.5,0,0,0,3.9,romantic|dark|private,"프렌치 커넥션은 너티한 여운이 중심을 잡는 스타일로 읽힌다. 입에 닿으면 브랜디/코냑 향이 먼저 열리고, 중간에서는 너티한 뉘앙스가 볼륨을 만들어주고 끝으로 갈수록 고소한 여운이 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 한 잔을 빨리 비우기보다 천천히 향과 구조를 확인하는 시간에 더 적합하다. 스피릿포워드 스타일이라 믹서보다 베이스의 개성과 피니시가 더 중요하게 느껴진다.",,,
82,피스코 사워,Pisco Sour,시트러스 사워,FALSE,2.7,3.1,0,1.7,3.1,1.2,0,0,social|cool|casual,"피스코 사워는 레몬의 산미와 크리미한 질감을 앞세워 캐릭터를 만드는 스타일이다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간부터 질감이 한층 부드러워지고 피니시는 둥글고 부드럽게 남는다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 식전 한 잔이나 캐주얼한 모임에서 무난하게 꺼내기 좋은 스타일이다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
83,피스코 펀치,Pisco Punch,시트러스 사워,FALSE,2.9,2.6,0,1.4,2.9,0,1.8,0,social|warm|spacious,"피스코 펀치는 파인애플의 과일감와 향신료의 따뜻한 느낌이 전면에 서는 타입으로, 재료의 개성이 비교적 또렷하다. 입에 닿으면 레몬의 산미가 먼저 열리고, 중간에서는 향신료가 온도를 올려주고 마무리는 무겁지 않게 떨어진다. 전체 인상이 비교적 직관적이라 처음 마시는 사람도 접근하기 쉬운 편이다. 휴가 같은 무드를 만들고 싶거나, 음악이 있는 느슨한 모임에서 존재감이 좋다. 사워 계열답게 산미가 중심을 잡지만, 사용된 리큐르나 감미료에 따라 무게감이 달라진다.",,,
